SalesID,SalePrice
1228256,30487.75
1228265,21449.68
1228270,31156.56
1228277,24871.99
1228287,65367.29
1228288,47023.13
1228289,19074.54
1228290,27456.6
1228291,21914.92
1228292,36460.91
1228293,33187.93
1228305,40768.54
1228314,27786.09
1228315,62132.77
1228320,17993.78
1228326,19288.66
1228328,19072.08
1228329,19294.81
1228330,24387.93
1228332,44662.79
1228333,21159.4
1228345,23715.41
1228351,16761.86
1228352,18178.17
1228353,23180.37
1228354,36673.99
1228356,35397.83
1228357,22760.64
1228359,35772.87
1228360,42005.68
1228361,30549.34
1228362,32248.27
1228364,29505.7
1228365,34456.21
1228367,32785.42
1228368,32333.4
1228369,11167.92
1228371,26877.94
1228374,20243.46
1228375,14603.46
1228376,29784.11
1228380,18923.15
1228381,18761.9
1228384,20881.52
1228385,21560.1
1228386,19297.94
1228387,18649.17
1228389,19475.06
1228391,23943.14
1228394,17588.12
1228395,18182.79
1228400,49504.28
1228401,27043.8
1228402,29627.61
1228403,36684.67
1228404,55099.52
1228406,19716.32
1228411,28817.75
1228415,45217.72
1228416,43491.5
1228421,25714.1
1228422,47940.78
1228424,26804.08
1228426,18999.41
1228429,29996.43
1228430,29913.2
1228437,53071.11
1228438,19757.55
1228439,25393.55
1228442,64718.06
1228494,16559.25
1228496,30506.29
1228498,54568.22
1228499,65698.66
1228503,22191.43
1228506,12634.26
1228508,14133.06
1228509,19105.48
1228510,14411.09
1228518,27611.05
1228519,39130.24
1228524,18822.15
1228525,46446.98
1228533,47556.62
1228535,66845.58
1228536,62459.12
1228542,19456.87
1228553,39109.81
1228561,13608.91
1228562,23732.85
1228568,25128.08
1228569,27921.53
1228570,50848.0
1228572,61103.91
1228573,30518.42
1228575,39279.84
1228579,19477.43
1228582,26363.41
1228583,37264.68
1228586,46292.91
1228590,31152.77
1228591,68422.82
1228593,47613.05
1228594,56083.45
1228595,15366.76
1228598,27967.98
1228604,16919.75
1228605,31321.04
1228606,34970.01
1228618,14906.46
1228619,30050.62
1228622,17077.82
1228623,29510.66
1228627,28520.81
1228628,31066.95
1228629,31604.96
1228630,30811.95
1228631,33327.39
1228633,30147.06
1228634,27755.2
1228635,28938.07
1228640,28889.78
1228641,33520.02
1228642,29625.07
1228643,29563.18
1228648,19699.98
1228649,31639.41
1228650,17170.64
1228654,46753.13
1228658,33621.49
1228659,46772.06
1228660,30940.82
1228669,16632.62
1228670,20205.37
1228672,28883.0
1228674,15534.67
1228675,24602.4
1228678,17207.45
1228681,27989.57
1228682,30524.12
1228683,29373.96
1228684,30483.67
1228685,33079.5
1228699,31605.26
1228700,28087.34
1228702,32121.12
1228703,35603.7
1228706,31900.43
1228714,47025.46
1228724,32343.71
1228727,23657.87
1228730,36311.11
1228731,15922.12
1228733,20223.9
1228734,22608.95
1228735,21516.58
1228736,16713.57
1228737,49931.49
1228738,58334.56
1228744,12853.26
1228746,23058.29
1228750,31798.01
1228751,23442.87
1228757,37781.96
1228759,31335.28
1228760,34790.7
1228761,40435.85
1228762,32783.39
1228763,47135.84
1228764,43584.08
1228776,40083.14
1228779,28837.82
1228781,34999.1
1228785,23395.67
1228788,28506.63
1228789,20763.23
1228794,39830.54
1228795,38422.23
1228809,29748.38
1228816,19500.49
1228818,13919.68
1228822,17947.72
1228824,26537.36
1228829,17234.54
1228831,34443.8
1228833,33871.32
1228835,20655.86
1228837,29082.38
1228846,29333.79
1228847,32361.46
1228850,29417.47
1228854,24472.94
1228858,25202.88
1228859,38086.84
1228863,57953.4
1228865,28716.89
1228866,47802.53
1228867,34315.0
1228871,52398.18
1228872,41926.85
1228874,12995.12
1228876,20494.59
1228877,20447.15
1228878,20494.59
1228879,18840.07
1228881,18772.52
1228888,11429.09
1228890,19733.96
1228894,17380.08
1228896,20099.13
1228899,23480.04
1228902,45185.28
1228907,57489.99
1228914,17976.32
1228919,29150.63
1228922,17773.6
1228924,30861.53
1228926,26731.91
1228929,43773.0
1228933,58339.39
1228935,18691.39
1228936,18504.1
1228940,47071.16
1228946,35284.01
1228951,28412.4
1228952,30340.22
1228953,62423.58
1228969,44714.45
1228985,28989.13
1228994,27204.6
1228995,28036.46
1228996,21704.45
1228997,20850.84
1228998,31974.5
1228999,25392.59
1229003,13832.09
1229004,13874.7
1229005,13934.06
1229006,38409.91
1229007,26682.29
1229008,14109.32
1229009,25220.35
1229017,27756.36
1229025,20626.24
1229027,21876.25
1229028,36395.72
1229043,17551.48
1229047,17752.76
1229049,22735.91
1229052,21450.66
1229053,22446.0
1229054,29617.75
1229055,30122.85
1229057,31864.59
1229065,40799.98
1229080,18571.04
1229083,24178.98
1229086,47129.81
1229087,29119.5
1229092,34661.46
1229096,17754.13
1229099,23374.85
1229100,28360.17
1229101,28118.82
1229102,44539.17
1229103,32099.42
1229104,16553.61
1229105,30982.05
1229112,19257.28
1229114,45056.73
1229119,48284.68
1229128,20580.85
1229129,30259.01
1229133,64101.35
1229135,69591.65
1229137,27644.88
1229138,46937.6
1229139,21133.59
1229140,63018.85
1229142,17764.66
1229143,18536.02
1229148,20360.75
1229150,62618.19
1229220,12370.45
1229223,47694.71
1229227,35416.91
1229236,38213.12
1229241,19540.12
1229242,21446.59
1229257,40240.08
1229262,17304.01
1229289,21943.29
1229290,27036.68
1229291,13743.29
1229292,17006.05
1229293,19333.71
1229295,14337.13
1229296,22374.33
1229300,55059.04
1229314,49563.89
1229315,38818.9
1229316,19225.4
1229321,13944.8
1229322,25806.02
1229323,27913.81
1229324,24301.85
1229329,26035.39
1229331,23416.27
1229336,46388.27
1229337,56330.92
1229338,41054.19
1229344,26104.75
1229353,31397.45
1229368,20274.51
1229372,13856.28
1229387,14112.97
1229388,16758.21
1229395,67451.11
1229396,51124.29
1229397,33029.79
1229399,37964.65
1229402,22082.51
1229403,19373.36
1229409,54738.41
1229415,63225.41
1229422,38814.01
1229425,20270.62
1229428,14155.02
1229429,15440.4
1229439,47675.67
1229443,24657.8
1229444,12631.8
1229454,15820.0
1229455,11003.48
1229459,19556.44
1229463,13082.92
1229471,30437.74
1229473,27699.84
1229474,36575.18
1229475,46303.67
1229476,64603.81
1229477,40082.34
1229480,25365.39
1229497,27702.62
1229498,14806.32
1229511,14601.3
1229513,27101.88
1229514,30019.87
1229515,34053.03
1229516,33235.41
1229517,16799.52
1229518,17147.94
1229519,30744.3
1229520,30942.84
1229521,30529.33
1229522,37783.41
1229523,23242.0
1229536,27098.65
1229539,31469.45
1229541,18606.3
1229543,19245.66
1229546,13878.24
1229547,18012.85
1229548,20056.69
1229549,23397.37
1229553,55992.59
1229564,70161.61
1229567,19228.95
1229580,43021.09
1229581,18048.3
1229582,31379.85
1229583,29909.65
1229585,16667.59
1229586,30811.03
1229589,14089.11
1229590,30298.07
1229591,19059.79
1229594,15908.49
1229597,14992.56
1229601,26162.47
1229604,19307.28
1229606,18707.68
1229609,51805.94
1229620,16675.5
1229622,43485.85
1229624,24879.06
1229639,18245.13
1229646,35301.03
1229648,30105.08
1229649,20223.48
1229654,28002.08
1229656,23439.15
1229657,29847.43
1229671,21366.94
1229672,24745.46
1229676,23991.96
1229677,30554.25
1229679,16309.35
1229680,25182.55
1229681,19596.7
1229689,55661.64
1229690,44262.24
1229691,61198.17
1229708,19731.06
1229711,20060.49
1229726,30288.54
1229728,68374.93
1229729,68481.23
1229730,14717.13
1229734,29144.01
1229739,15584.49
1229740,14021.73
1229741,13527.96
1229742,11329.91
1229743,14653.86
1229754,15626.42
1229759,34481.55
1229762,25077.82
1229763,18195.12
1229772,42145.94
1229775,30555.74
1229777,27424.93
1229783,28015.72
1229784,46629.58
1229785,45429.44
1229789,27446.69
1229790,29056.42
1229795,32403.86
1229798,18127.99
1229804,20873.37
1229807,26908.97
1229809,18205.06
1229810,24512.25
1229811,17012.15
1229812,51953.06
1229814,26470.35
1229816,32844.74
1229817,25324.88
1229820,55867.3
1229821,18774.96
1229822,17366.08
1229825,27539.64
1229827,18639.17
1229832,17361.28
1229841,24627.93
1229842,27015.24
1229848,33691.91
1229860,26897.09
1229862,18420.76
1229869,19440.09
1229873,50231.08
1229874,66289.99
1229875,49895.39
1229876,14167.08
1229877,17824.97
1229878,41850.46
1229879,17306.65
1229884,17746.87
1229889,60864.12
1229890,71020.67
1229893,42251.41
1229896,23921.47
1229902,51134.73
1229905,33339.36
1229906,24984.05
1229907,31287.25
1229908,23369.96
1229910,14209.11
1229924,32513.48
1229927,27227.09
1229928,23533.35
1229929,54220.04
1229930,23017.02
1229932,54293.81
1229934,17775.28
1229937,40449.11
1229939,36299.36
1229942,12979.14
1229948,27455.7
1229955,17835.75
1229970,16476.12
1229974,60173.42
1229975,58679.81
1229977,16074.11
1229999,26009.83
1230003,26836.75
1230004,23928.07
1230005,26101.93
1230008,18609.01
1230010,16912.28
1230011,21043.64
1230014,16915.51
1230018,27169.04
1230019,27204.27
1230020,18734.82
1230021,18941.96
1230022,24558.92
1230025,26935.37
1230029,14070.57
1230030,14113.18
1230032,35562.31
1230037,27261.77
1230038,24920.46
1230039,26699.16
1230041,26109.57
1230047,27103.67
1230094,34978.67
1230106,50122.49
1230114,26131.86
1230117,66417.29
1230120,26201.28
1230121,15540.08
1230122,23625.35
1230123,40817.16
1230133,15256.63
1230139,24618.71
1230140,13652.26
1230146,27313.59
1230149,17975.96
1230150,28361.65
1230156,65039.4
1230162,73469.45
1230165,36017.82
1230166,36302.92
1230167,33534.26
1230169,55721.92
1230170,63527.41
1230171,62673.07
1230172,28399.81
1230173,28906.99
1230174,28906.99
1230175,59112.13
1230176,59343.35
1230177,58592.83
1230178,38416.02
1230179,38300.33
1230181,47962.46
1230210,18749.0
1230216,39988.9
1230217,39534.85
1230221,23428.83
1230222,27193.89
1230227,49180.11
1230230,29431.6
1230232,43231.84
1230233,18378.23
1230234,19182.09
1230235,49560.23
1230236,57273.79
1230237,39277.11
1230238,33938.92
1230239,33271.6
1230265,20897.43
1230266,24366.11
1230267,24943.45
1230268,30651.67
1230274,18345.56
1230277,38823.78
1230286,15768.86
1230287,26443.03
1230294,26634.92
1230300,77919.97
1230301,72378.04
1230303,36372.49
1230305,50579.82
1230309,58127.07
1230312,74089.61
1230314,51302.56
1230321,58401.0
1230322,49803.23
1230324,80033.88
1230325,65646.39
1230326,36406.28
1230327,34909.98
1230328,27599.63
1230329,16294.48
1230338,45247.75
1230339,59596.9
1230341,13748.99
1230342,25621.21
1230364,53802.14
1230366,57187.52
1230369,21823.12
1230370,19793.89
1230374,31043.2
1230376,19257.81
1230389,69812.97
1230390,35520.23
1230391,48794.07
1230393,23808.49
1230401,66354.18
1230404,52020.73
1230405,11111.04
1230409,11559.66
1230410,12273.44
1230411,11629.75
1230412,11496.24
1230413,11385.4
1230414,22086.22
1230420,65307.01
1230421,68446.58
1230422,25831.54
1230423,25730.29
1230424,25335.69
1230425,26002.4
1230426,25659.63
1230427,25892.99
1230428,25659.63
1230429,25367.75
1230430,25659.63
1230431,25659.63
1230432,25659.63
1230433,25422.79
1230434,25558.38
1230435,25744.03
1230436,25558.38
1230437,25659.63
1230438,26196.76
1230439,25593.65
1230440,25830.49
1230441,25409.42
1230442,26911.89
1230443,54625.53
1230446,53332.73
1230447,59602.4
1230448,26898.61
1230457,36525.34
1230458,35289.03
1230463,28063.7
1230464,20890.77
1230477,19697.07
1230481,26698.86
1230495,36723.53
1230496,39371.36
1230498,30773.49
1230499,40430.76
1230502,29248.76
1230503,22571.05
1230513,29428.37
1230514,22119.35
1230519,30278.57
1230520,30173.52
1230521,27436.69
1230522,30709.27
1230523,28677.74
1230529,15366.21
1230530,13944.11
1230533,53168.67
1230534,31271.21
1230536,20246.58
1230538,19021.5
1230544,36618.51
1230549,30847.62
1230554,20048.4
1230555,39325.41
1230557,14815.9
1230559,59497.86
1230560,27990.53
1230566,30646.66
1230567,24208.03
1230568,28850.65
1230570,35382.4
1230571,15410.56
1230572,28326.8
1230573,29306.03
1230574,42582.5
1230575,27258.86
1230576,29623.04
1230577,29030.48
1230582,30499.82
1230583,31240.68
1230584,41832.5
1230585,30724.5
1230591,18185.43
1230597,15197.26
1230598,18562.79
1230611,35302.86
1230613,48703.82
1230615,13858.63
1230617,28294.02
1230618,18517.79
1230619,18481.96
1230620,18051.31
1230634,51918.28
1230635,45867.04
1230636,19279.59
1230637,18111.03
1230646,56553.76
1230650,65805.42
1230653,27574.68
1230654,19712.74
1230662,19819.8
1230668,20664.87
1230669,21236.87
1230670,23893.66
1230671,21470.92
1230673,34463.82
1230676,28969.84
1230677,27639.66
1230678,29693.67
1230693,28985.6
1230697,14278.83
1230700,18025.91
1230701,13851.08
1230706,47615.06
1230708,33846.96
1230710,26777.27
1230711,33189.22
1230712,27810.27
1230715,14147.74
1230716,30060.95
1230718,19658.6
1230740,21380.4
1230742,19690.12
1230746,21923.11
1230752,23023.92
1230754,18794.69
1230756,26707.12
1230757,18214.25
1230760,14948.23
1230761,17180.54
1230762,19234.82
1230767,18428.22
1230789,42872.51
1230792,13759.91
1230810,43654.38
1230812,50337.43
1230822,67508.1
1230826,51516.49
1230885,29714.34
1230886,28513.72
1230887,15455.37
1230888,29666.42
1230891,30281.81
1230894,30826.17
1230905,25024.91
1230909,36972.0
1230953,18249.09
1230966,40265.97
1230983,33505.82
1230986,56025.39
1230987,39140.05
1230988,27825.66
1230989,56413.84
1231007,11902.33
1231014,70328.58
1231015,54892.22
1231016,66266.16
1231017,27080.81
1231019,53636.38
1231020,61958.47
1231021,35548.43
1231022,19932.39
1231024,39194.49
1231042,22778.03
1231045,29304.57
1231046,30099.72
1231047,25989.95
1231048,25867.13
1231049,26139.44
1231050,26152.65
1231051,26152.65
1231054,22248.81
1231060,20321.13
1231068,24743.86
1231073,25411.92
1231074,55455.47
1231075,36257.13
1231079,31006.63
1231080,26403.36
1231081,38889.85
1231082,52694.93
1231091,26903.65
1231098,42418.18
1231102,13754.07
1231105,27747.54
1231106,16918.02
1231107,19476.16
1231108,13624.73
1231111,18909.82
1231112,15270.18
1231113,16533.77
1231115,23061.46
1231120,19999.61
1231127,26901.57
1231128,26549.24
1231129,15989.17
1231133,29609.55
1231152,79847.61
1231153,77704.79
1231158,20992.06
1231159,33157.84
1231160,52891.49
1231161,20281.13
1231164,19162.13
1231168,19552.58
1231183,23807.27
1231184,16834.15
1231185,16612.45
1231189,25829.89
1231194,50281.51
1231195,22944.75
1231196,24901.36
1231197,59758.0
1231198,45770.84
1231200,15159.18
1231201,45290.91
1231204,15538.96
1231205,18550.33
1231206,28836.3
1231207,25709.41
1231213,28104.49
1231242,19757.53
1231243,18758.27
1231244,20659.33
1231245,19453.58
1231246,18125.91
1231250,27708.16
1231262,39583.32
1231264,27553.55
1231265,26045.67
1231267,19958.26
1231269,22150.01
1231275,29137.16
1231276,27120.04
1231284,15159.45
1231297,18780.29
1231298,23500.38
1231299,21294.61
1231300,11749.64
1231301,31964.07
1231318,16036.37
1231319,33208.12
1231320,14981.96
1231324,32357.7
1231326,31876.9
1231331,42455.39
1231332,40982.51
1231333,36943.83
1231334,57073.25
1231336,19951.73
1231340,21438.36
1231342,30411.0
1231344,43873.17
1231346,19070.14
1231347,20132.92
1231363,18162.37
1231382,18123.18
1231387,18544.82
1231394,29785.74
1231395,29417.71
1231396,35801.88
1231397,30112.87
1231398,47828.03
1231402,26844.85
1231405,15372.76
1231418,20073.67
1231427,20211.4
1231432,33411.76
1231438,28058.58
1231439,13727.8
1231440,18123.48
1231441,20984.05
1231444,14070.15
1231445,13777.11
1231446,62157.35
1231447,27870.75
1231449,14904.5
1231451,40052.94
1231453,26828.69
1231457,57368.94
4244769,11508.67
4245421,14086.68
4245631,16827.27
4245744,13896.07
4245803,47012.42
4245945,43183.46
4245946,42794.37
4245963,37657.0
4245974,34365.79
4245977,43358.8
4246000,44649.16
4246035,24652.47
4246304,29372.63
4246330,29616.96
4246394,36141.92
4246516,43284.73
4247100,52131.14
4247186,42807.36
4247558,16567.1
4247587,15678.79
4247591,14780.25
4247806,13438.62
4247847,17495.29
4247848,17028.2
4248148,18006.13
4248188,17272.59
4248195,17132.79
4248592,13496.53
4248639,29725.85
4248804,31901.45
4249085,38573.61
4249434,14695.19
4249500,14573.44
4249501,16160.54
4249564,15861.2
4249598,18156.32
4249657,19131.72
4249784,20061.43
4249870,19831.07
4249900,20265.24
4250006,20267.48
4250011,22337.0
4250165,21947.32
4250166,19795.87
4250170,21041.54
4250180,20423.02
4250181,20471.31
4250187,22145.6
4250189,20261.01
4250195,21041.54
4250196,21246.24
4250532,20470.88
4250533,21588.71
4250720,21850.71
4250723,21316.35
4250724,21580.97
4250736,21987.97
4250737,21179.5
4250740,21143.23
4250761,25130.8
4251102,26983.79
4251551,31393.32
4251556,27576.89
4251567,27691.71
4251571,26435.04
4251577,27650.88
4251578,26614.2
4251599,24190.97
4251600,31393.32
4251932,16117.13
4252078,30126.48
4252090,30213.98
4252210,29370.48
4252211,31105.09
4252220,29679.59
4252230,30050.32
4252433,33448.77
4252435,32491.29
4252518,31395.37
4252528,17638.18
4252745,32460.22
4252771,32639.34
4253077,66376.16
4253122,33361.56
4253168,72680.43
4253319,23610.66
4253334,25555.94
4253816,21382.92
4253821,23319.33
4254197,24389.39
4254420,21480.82
4254430,20717.44
4254432,20787.55
4255593,30533.13
4256309,33955.17
4256767,19321.51
4256944,20574.18
4256946,19645.09
4256949,20885.3
4257562,36414.98
4257625,15335.69
4257911,25873.39
4258258,20378.39
4258379,25555.73
4258743,45779.48
4258746,45996.73
4259415,37472.67
4259422,38207.4
4259441,37756.72
4259443,39283.73
4259495,24872.1
4259919,20000.96
4260544,49406.41
4261266,31913.98
4261719,27535.9
4261850,19883.22
4262040,26151.64
4262383,30943.88
4262648,42261.78
4263175,44136.15
4263629,17732.32
4263635,19914.33
4263640,26013.61
4263743,14686.51
4263815,13653.98
4263994,15500.71
4264243,20176.9
4264883,14457.95
4264937,39875.78
4265049,33336.62
4265438,53310.43
4265461,39621.14
4265929,36635.0
4265934,40154.6
4266464,18949.26
4266504,19313.02
4266674,45503.24
4266675,48189.79
4266764,31693.52
4266861,40084.49
4266946,18744.41
4267214,19666.04
4267312,20660.96
4267490,26876.84
4267760,29472.47
4267763,29505.36
4267780,29553.41
4268060,36901.82
4268061,43421.11
4268197,29777.62
4268315,18131.0
4268505,39602.93
4268714,10041.55
4268732,19725.0
4269337,33173.45
4269357,45237.53
4269612,19298.68
4269613,18863.04
4269930,36101.03
4270060,21205.18
4270062,19902.6
4270063,21097.94
4270064,16338.55
4270066,17050.04
4270914,18663.68
4270948,19626.58
4271189,17788.88
4271195,15900.7
4271342,19733.58
4272082,22163.7
4272591,23894.96
4273027,39504.8
4273392,52275.29
4273722,40968.68
4273931,18011.94
4274690,20719.11
4274691,19912.71
4274696,18692.55
4274697,19654.61
4274815,19770.5
4274826,19383.86
4274831,23844.77
4274833,22039.33
4274835,22403.19
4274980,17368.36
4275096,24655.83
4275711,14197.41
4275938,32345.8
4275974,31403.39
4276745,28610.21
4276755,28056.44
4276783,17644.41
4276968,28712.5
4277375,17658.53
4277918,21474.3
4278243,37642.66
4278560,41109.75
4278585,43017.1
4278605,44007.45
4279417,16378.64
4279545,15205.01
4279558,13584.52
4279647,14389.18
4279787,32389.81
4280254,32253.54
4280261,32356.0
4280269,32027.22
4280387,34479.98
4280816,27711.88
4280951,13860.7
4280967,18031.22
4280981,17695.8
4281010,17486.62
4281148,26377.13
4281444,17838.67
4281446,16675.29
4282082,17251.72
4282086,17760.63
4282094,17795.23
4282098,17558.62
4282101,18319.07
4282165,19597.29
4282169,19766.82
4282170,30627.76
4282688,25952.72
4283019,17659.4
4283027,16406.45
4283115,23811.54
4283328,15270.84
4283540,33349.9
4283563,33917.02
4283644,15126.14
4283896,34122.39
4283897,31426.55
4284166,42440.53
4284323,17962.75
4284463,43743.4
4284586,29308.96
4284685,17205.32
4285836,35611.5
4285868,35820.87
4286326,35612.83
4286331,34256.7
4286844,69287.77
4287990,45990.16
4287993,51017.39
4288012,64260.19
4288368,64111.85
4288437,62998.94
4288817,79094.93
4288823,58718.34
4288924,59606.15
4289099,40309.63
4289100,47553.21
4289105,47089.48
4290669,60294.07
4290711,50047.7
4291384,25321.84
4291393,25504.48
4291629,53742.94
4291634,54467.3
4291989,22447.19
4292332,61127.74
4292360,65067.19
4292489,22571.87
4292494,22521.87
4292500,21885.36
4292638,21425.74
4292922,22952.86
4293144,26767.98
4293743,23730.76
4293747,22946.06
4294223,50518.72
4294433,56894.84
4294505,25165.81
4294701,65464.0
4294924,68355.15
4295041,47737.64
4295047,40107.78
4295181,38520.48
4295201,51212.2
4295202,40550.92
4295212,50962.66
4295951,51722.06
4295962,56631.09
4296045,69274.26
4296384,29339.79
4296544,37968.0
4296553,31013.63
4296561,27799.38
4296714,20530.45
4296754,69119.83
4296762,67829.81
4296777,68415.69
4296937,61578.87
4296938,56973.69
4297025,77610.1
4297030,74074.8
4297417,67242.23
4297442,69395.18
4297547,15626.92
4297561,17963.72
4298119,46778.19
4298148,66770.74
4298165,27234.49
4298236,24225.18
4298467,22461.9
4298468,22560.11
4298487,23597.15
4298488,23713.8
4298675,24801.26
4298676,23552.33
4298687,24553.06
4298963,26227.28
4299065,25472.77
4299362,17945.14
4299374,43724.71
4299706,51336.43
4299840,22411.57
4300136,27310.49
4300137,25765.86
4300245,43067.05
4300714,31267.76
4300924,22125.12
4301144,20403.14
4301150,35856.42
4301208,55998.56
4301628,69188.7
4301720,22599.58
4301724,21169.77
4302437,20772.44
4302509,67796.07
4303647,53835.78
4303674,51141.62
4303907,22441.89
4303919,21024.45
4303999,57472.87
4304301,72800.69
4304825,33508.91
4304827,29723.31
4304963,23295.06
4305132,57038.31
4305140,61879.61
4305249,22660.77
4305267,22426.52
4305316,22213.32
4305391,23422.89
4306330,27134.02
4306772,65581.71
4307058,29279.25
4307219,44184.95
4307332,28175.56
4307356,46127.72
4307366,25370.78
4307367,25558.91
4307933,16184.68
4308370,16255.04
4309548,50481.98
4310375,13384.72
4310436,22289.92
4310490,17923.56
4310677,40843.92
4310923,33601.4
4311125,24781.61
4311132,15317.29
4311270,20438.0
4311349,14380.64
4311588,23078.34
4311763,31719.58
4311772,34102.78
4311815,42960.39
4311967,25793.1
4311968,24525.17
4311973,26899.29
4312078,40583.6
4312082,40166.64
4312117,43167.4
4312550,44014.99
4312551,44377.83
4312552,42589.76
4312605,50619.78
4313048,50940.47
4313072,37028.83
4313083,37028.83
4313086,37225.54
4313096,41616.35
4313112,50470.91
4313113,51673.78
4313251,15434.05
4313273,21282.31
4313343,38615.16
4313366,53756.52
4313471,39643.55
4313963,34800.29
4314012,33239.87
4314023,34601.43
4314024,33021.69
4314109,17294.05
4314149,12178.24
4314159,12317.9
4314160,12454.47
4314541,26567.44
4314610,20873.27
4314611,21156.26
4314720,42818.15
4314725,43523.94
4314727,22574.11
4314814,55658.19
4315157,62071.23
4315158,53810.06
4315167,67932.6
4315221,66615.99
4315589,54570.35
4316069,50868.13
4316392,58787.37
4316477,35590.81
4316635,34214.2
4316647,25639.25
4316688,25802.3
4316916,16131.93
4316920,13404.76
4316921,13428.19
4317459,13324.52
4317644,30771.75
4318172,19424.82
4318381,20421.27
4318650,30676.5
4318691,15870.74
4318721,29646.16
4318722,29625.55
4318743,31220.04
4318746,28760.86
4318773,30978.72
4319291,28123.6
4319305,28192.35
4319308,31271.88
4319319,30449.01
4319325,31203.13
4319329,31075.24
4319332,29116.55
4319339,27751.77
4319345,30841.84
4319371,26669.11
4319407,14504.47
4319441,15196.57
4319485,15159.77
4319490,16099.99
4319529,16136.63
4319579,15466.8
4319584,15253.14
4319645,16719.6
4319669,16161.28
4319768,17942.66
4319847,17258.61
4320025,19195.4
4320028,19866.74
4320029,19951.56
4320122,21251.12
4320193,21124.86
4320212,21549.18
4320575,23417.38
4320584,24958.16
4320915,26158.16
4320928,25070.36
4320929,25537.59
4320930,25341.34
4321032,26696.65
4321040,25173.53
4321056,27663.82
4321263,19661.74
4321307,20131.34
4321358,22394.69
4321420,22722.45
4321475,23005.4
4321748,30706.47
4321769,29594.51
4321814,27812.61
4322339,21238.63
4322398,23599.16
4323066,40252.82
4323113,51221.27
4323217,47791.46
4323382,18782.92
4323706,22425.22
4323922,32993.56
4323996,36541.21
4324084,39826.02
4324085,38327.16
4324248,47849.39
4324250,47223.4
4324505,63408.57
4324637,19340.13
4324669,15948.69
4324711,18974.27
4324791,26900.02
4324834,25440.3
4325039,57943.29
4325230,31593.94
4325466,66036.55
4325637,22888.7
4325987,22809.65
4325988,23068.93
4326147,16553.88
4326150,27282.19
4326233,20380.59
4326437,14823.52
4326699,17307.43
4326700,17079.3
4329901,28338.0
4330204,16313.4
4331970,14890.96
4331992,15044.73
4332248,14384.17
4333483,21976.88
4333649,20241.82
4333858,25535.87
4334240,48146.77
4334319,38362.69
4335058,24579.48
4335121,36263.18
4335122,38531.54
4335126,37943.02
4335530,65072.84
4335531,66011.78
4335620,60108.28
4335883,59907.6
4335931,59884.63
4336204,56050.15
4338675,82908.97
4338677,82818.83
4346657,34197.09
4347823,80939.12
4347826,80939.12
4347828,80173.49
4347926,21114.77
4348340,49000.47
4348342,48788.56
4348984,71044.6
4349003,79364.67
4349362,42926.35
4349834,26994.75
4349885,27569.9
4351836,63436.25
4351867,43627.92
4351918,44627.88
4352532,45342.29
4352646,26854.68
4352753,53416.55
4352787,71519.42
4353038,15231.23
4353103,42347.58
4353104,42141.85
4353105,42347.58
4353240,32748.98
4353242,33776.11
4353290,35982.42
4353529,45367.77
4353777,35267.95
4353789,31928.97
4353975,36716.61
4353982,35233.81
4353983,32939.08
4354007,56966.27
4354008,49427.98
4354273,23986.89
4354444,52922.64
4354785,34474.34
